iter	RMSE
3102	23435.31907
3103	23434.61656
3104	23434.28232
3105	23434.02026
3106	23433.64106
3107	23432.53014
3108	23431.20611
3109	23430.24795
3110	23429.85219
3111	23429.03414
3112	23428.05465
3113	23426.90227
3114	23425.79906
3115	23425.12484
3116	23424.89235
3117	23424.41699
3118	23423.17071
3119	23422.21818
3120	23421.25044
3121	23419.99972
3122	23418.9175
3123	23417.76232
3124	23416.76368
3125	23415.64177
3126	23415.21266
3127	23414.53126
3128	23413.65901
3129	23412.68275
3130	23411.57069
3131	23410.57653
3132	23409.57082
3133	23408.5851
3134	23407.78275
3135	23406.86861
3136	23405.65062
3137	23404.40776
3138	23403.3411
3139	23402.65098
3140	23401.23058
3141	23400.26112
3142	23399.26554
3143	23398.45458
3144	23397.17261
3145	23396.21857
3146	23395.82663
3147	23394.68257
3148	23393.30968
3149	23392.6389
3150	23391.72503
3151	23390.15398
3152	23389.10754
3153	23387.98372
3154	23386.91582
3155	23385.84797
3156	23384.7322
3157	23383.7516
3158	23382.63671
3159	23381.75756
3160	23379.43134
3161	23378.31808
3162	23377.33296
3163	23375.86023
3164	23374.66867
3165	23373.04157
3166	23372.75544
3167	23372.48277
3168	23371.57282
3169	23371.30437
3170	23370.34042
3171	23369.58549
3172	23368.86014
3173	23368.05769
3174	23367.23854
3175	23366.27658
3176	23364.78036
3177	23363.75851
3178	23362.54807
3179	23361.5128
3180	23360.02764
3181	23358.71747
3182	23357.86319
3183	23357.38803
3184	23356.21118
3185	23355.24757
3186	23354.5258
3187	23354.25537
3188	23353.35685
3189	23352.27271
3190	23350.97676
3191	23349.81767
3192	23348.5555
3193	23347.60299
3194	23346.92275
3195	23345.85987
3196	23344.81518
3197	23343.91112
3198	23343.73094
3199	23343.39492
3200	23342.33559
3201	23341.4895
3202	23340.79766
3203	23339.85965
3204	23338.78738
3205	23337.95754
3206	23336.93286
3207	23336.36268
3208	23335.30009
3209	23334.34401
3210	23333.3228
3211	23332.24952
3212	23331.18826
3213	23329.87265
3214	23329.03307
3215	23328.01839
3216	23326.99108
3217	23325.69485
3218	23324.79577
3219	23324.43
3220	23323.4733
3221	23323.24048
3222	23323.02645
3223	23322.80432
3224	23321.83934
3225	23321.01761
3226	23320.1683
3227	23319.18538
3228	23318.2188
3229	23317.36145
3230	23316.7692
3231	23315.81407
3232	23314.85943
3233	23313.97698
3234	23313.65313
3235	23312.88581
3236	23311.95328
3237	23311.04442
3238	23310.11139
3239	23309.26255
3240	23308.09464
3241	23307.04154
3242	23306.47088
3243	23305.9079
3244	23304.97947
3245	23304.21261
3246	23303.07692
3247	23302.71225
3248	23301.02662
3249	23300.112
3250	23299.33254
3251	23298.40082
3252	23297.17178
3253	23295.36242
3254	23294.48378
3255	23293.7805
3256	23291.70696
3257	23290.64562
3258	23290.52164
3259	23289.69916
3260	23288.46384
3261	23287.199
3262	23286.84392
3263	23286.15457
3264	23285.13235
3265	23284.16556
3266	23283.17297
3267	23282.46557
3268	23281.58215
3269	23280.12524
3270	23279.16444
3271	23278.39225
3272	23277.58145
3273	23276.42868
3274	23275.48291
3275	23274.83487
3276	23273.82852
3277	23273.17009
3278	23271.94326
3279	23271.00579
3280	23269.6137
3281	23268.95419
3282	23267.77161
3283	23266.80056
3284	23265.70637
3285	23265.36287
3286	23264.26566
3287	23263.33839
3288	23262.50545
3289	23261.58186
3290	23261.24706
3291	23260.24764
3292	23259.41357
3293	23258.23846
3294	23257.09301
3295	23256.35237
3296	23255.66674
3297	23254.45301
3298	23252.92069
3299	23251.80996
3300	23250.65676
3301	23249.60425
3302	23248.56317
3303	23248.2881
3304	23247.28605
3305	23246.17853
3306	23245.5078
3307	23244.46731
3308	23244.26077
3309	23244.03249
3310	23243.13461
3311	23242.04988
3312	23241.10551
3313	23239.58485
3314	23238.52797
3315	23238.20691
3316	23236.93011
3317	23236.58951
3318	23235.72875
3319	23235.37216
3320	23234.24424
3321	23233.30655
3322	23232.36067
3323	23231.30911
3324	23230.63871
3325	23230.33967
3326	23229.30425
3327	23228.35995
3328	23227.67889
3329	23226.49118
3330	23225.56574
3331	23224.84451
3332	23223.95121
3333	23222.92249
3334	23221.85922
3335	23221.46357
3336	23220.42858
3337	23219.37921
3338	23218.16752
3339	23217.4578
3340	23216.21796
3341	23215.34207
3342	23213.83144
3343	23212.78856
3344	23212.06584
3345	23211.0119
3346	23210.19661
3347	23209.19397
3348	23208.59574
3349	23208.42462
3350	23207.14316
3351	23205.798
3352	23204.75897
3353	23204.0269
3354	23202.50013
3355	23201.57096
3356	23201.23218
3357	23199.78839
3358	23197.7024
3359	23196.78313
3360	23195.61161
3361	23194.74343
3362	23193.71531
3363	23192.78663
3364	23191.56575
3365	23190.65648
3366	23189.64898
3367	23188.75789
3368	23188.50941
3369	23187.69478
3370	23186.79823
3371	23185.15417
3372	23183.95447
3373	23183.19367
3374	23182.17318
3375	23181.86625
3376	23181.56263
3377	23180.61951
3378	23179.96894
3379	23178.92686
3380	23177.78188
3381	23177.33688
3382	23176.45427
3383	23174.95534
3384	23174.22575
3385	23173.14849
3386	23172.43442
3387	23171.78168
3388	23171.1498
3389	23170.24426
3390	23169.1408
3391	23167.92889
3392	23167.11564
3393	23166.40273
3394	23165.04107
3395	23164.76805
3396	23163.90728
3397	23163.58876
3398	23162.80618
3399	23162.09227
3400	23161.24198
3401	23159.20713
3402	23158.85012
3403	23158.72435
3404	23158.18676
3405	23157.1704
3406	23156.27156
3407	23155.3607
3408	23154.20843
3409	23153.60199
3410	23153.02697
3411	23152.22347
3412	23151.24874
3413	23150.3009
3414	23149.54691
3415	23148.40611
3416	23147.79352
3417	23146.80189
3418	23145.75054
3419	23144.87458
3420	23144.20454
3421	23143.41856
3422	23142.97226
3423	23142.06343
3424	23141.75743
3425	23141.05923
3426	23140.14047
3427	23139.04254
3428	23138.076
3429	23136.44553
3430	23134.95604
3431	23134.52152
3432	23133.60436
3433	23132.66959
3434	23131.85508
3435	23130.83652
3436	23130.55458
3437	23129.74547
3438	23128.77595
3439	23127.9804
3440	23127.07633
3441	23125.95613
3442	23125.04032
3443	23124.20261
3444	23123.58187
3445	23122.66801
3446	23121.78478
3447	23121.18537
3448	23120.89226
3449	23120.5039
3450	23119.47648
3451	23118.75947
3452	23117.99268
3453	23117.73605
3454	23116.65506
3455	23115.82642
3456	23115.57985
3457	23114.94213
3458	23114.01793
3459	23113.27916
3460	23112.08119
3461	23110.98145
3462	23110.06374
3463	23109.05362
3464	23108.12364
3465	23106.8564
3466	23105.92092
3467	23104.49911
3468	23103.95355
3469	23102.61469
3470	23101.45904
3471	23100.4501
3472	23099.53994
3473	23099.12396
3474	23098.19504
3475	23097.03738
3476	23095.68157
3477	23094.62989
3478	23093.79929
3479	23092.87229
3480	23091.93866
3481	23091.16411
3482	23090.40039
3483	23089.03915
3484	23088.43585
3485	23088.02763
3486	23086.9823
3487	23086.29991
3488	23085.56552
3489	23084.58343
3490	23083.6556
3491	23082.89366
3492	23081.66519
3493	23080.32165
3494	23079.30813
3495	23078.15556
3496	23076.94435
3497	23076.50909
3498	23074.5611
3499	23073.10895
3500	23072.2488
3501	23071.50904
3502	23070.75781
3503	23069.82561
3504	23068.56005
3505	23067.57149
3506	23066.73084
3507	23065.63228
3508	23064.75138
3509	23063.90772
3510	23063.11201
3511	23062.15072
3512	23061.32736
3513	23060.36937
3514	23059.72061
3515	23058.92916
3516	23058.02739
3517	23057.03602
3518	23056.10722
3519	23054.65567
3520	23053.43562
3521	23052.46165
3522	23051.67996
3523	23050.69039
3524	23049.87941
3525	23048.96824
3526	23047.87397
3527	23047.11328
3528	23046.21455
3529	23045.33875
3530	23044.47576
3531	23043.42976
3532	23042.53158
3533	23041.88358
3534	23040.94174
3535	23040.20084
3536	23039.24212
3537	23038.14751
3538	23037.34278
3539	23036.44623
3540	23035.78728
3541	23035.14492
3542	23034.90558
3543	23034.05051
3544	23033.01586
3545	23032.67737
3546	23031.67372
3547	23030.74983
3548	23030.43413
3549	23029.35304
3550	23028.54735
3551	23027.56559
3552	23026.54933
3553	23025.54994
3554	23024.50784
3555	23023.56259
3556	23022.86929
3557	23021.74262
3558	23020.69569
3559	23020.32056
3560	23019.65729
3561	23018.92753
3562	23017.92795
3563	23016.88226
3564	23015.70889
3565	23014.62019
3566	23014.19049
3567	23013.01697
3568	23012.1659
3569	23010.83684
3570	23009.61513
3571	23008.72506
3572	23007.82149
3573	23006.61874
3574	23005.86709
3575	23005.64197
3576	23004.65374
3577	23003.46247
3578	23002.46887
3579	23001.17489
3580	22999.45624
3581	22998.7831
3582	22997.50454
3583	22996.36444
3584	22995.82007
3585	22994.86936
3586	22994.12527
3587	22993.41008
3588	22992.26101
3589	22990.88496
3590	22989.8974
3591	22988.99858
3592	22988.08363
3593	22987.04616
3594	22985.90962
3595	22984.91237
3596	22983.96258
3597	22982.66401
3598	22982.3987
3599	22981.88607
3600	22981.73549
3601	22980.65778
3602	22979.79396
3603	22979.07182
3604	22978.7463
3605	22977.9024
3606	22976.99738
3607	22975.99633
3608	22975.13887
3609	22974.31554
3610	22973.02089
3611	22972.66769
3612	22971.48618
3613	22970.4534
3614	22969.50261
3615	22968.51474
3616	22967.56292
3617	22966.53298
3618	22965.63653
3619	22964.8562
3620	22963.60278
3621	22962.72026
3622	22961.48027
3623	22960.67324
3624	22959.33182
3625	22959.08768
3626	22958.80955
3627	22957.78077
3628	22956.89922
3629	22955.45508
3630	22954.2703
3631	22953.23922
3632	22952.43075
3633	22951.58605
3634	22950.70606
3635	22949.9225
3636	22948.89611
3637	22948.03417
3638	22947.04098
3639	22946.05371
3640	22945.26481
3641	22943.77996
3642	22942.79588
3643	22941.93412
3644	22940.65549
3645	22939.77797
3646	22938.83024
3647	22938.14991
3648	22937.36292
3649	22936.73011
3650	22935.62772
3651	22934.7633
3652	22934.52364
3653	22933.82864
3654	22933.07542
3655	22932.50687
3656	22931.54301
3657	22930.51842
3658	22929.57359
3659	22928.65682
3660	22927.78178
3661	22927.38197
3662	22926.44544
3663	22925.78279
3664	22925.38948
3665	22924.22276
3666	22922.58487
3667	22922.40495
3668	22921.31772
3669	22920.48625
3670	22920.19105
3671	22919.02222
3672	22918.80577
3673	22918.20662
3674	22917.67397
3675	22916.63412
3676	22915.29262
3677	22914.28403
3678	22913.50695
3679	22911.94907
3680	22911.17648
3681	22910.20878
3682	22909.49735
3683	22908.44428
3684	22907.50579
3685	22906.4513
3686	22905.59179
3687	22904.75095
3688	22903.85332
3689	22902.80532
3690	22901.47058
3691	22900.57018
3692	22899.45965
3693	22898.59086
3694	22897.31538
3695	22896.13992
3696	22895.08362
3697	22894.27569
3698	22894.10892
3699	22892.98739
3700	22891.88325
3701	22891.06152
3702	22890.18634
3703	22889.87425
3704	22889.24259
3705	22888.61865
3706	22887.609
3707	22886.63909
3708	22885.72229
3709	22884.75449
3710	22883.91449
3711	22882.84252
3712	22881.52261
3713	22880.76401
3714	22879.99092
3715	22879.03569
3716	22878.07498
3717	22877.41605
3718	22876.70628
3719	22875.53262
3720	22874.66464
3721	22873.66512
3722	22872.69992
3723	22872.11811
3724	22871.90907
3725	22871.09881
3726	22870.89101
3727	22869.86752
3728	22868.90427
3729	22868.04087
3730	22867.16843
3731	22866.93843
3732	22866.27268
3733	22865.36209
3734	22864.49407
3735	22863.67003
3736	22862.8128
3737	22861.19523
3738	22859.9495
3739	22859.20841
3740	22858.2829
3741	22857.14259
3742	22856.04373
3743	22855.10871
3744	22854.35878
3745	22853.27265
3746	22852.61182
3747	22851.62235
3748	22850.71991
3749	22849.75945
3750	22848.93785
3751	22848.10113
3752	22847.30418
3753	22846.44599
3754	22845.34617
3755	22844.96721
3756	22844.16198
3757	22843.06715
3758	22842.03184
3759	22841.29599
3760	22840.56826
3761	22839.44198
3762	22838.48268
3763	22837.14358
3764	22836.45573
3765	22835.61701
3766	22834.95523
3767	22833.9606
3768	22832.79907
3769	22831.88189
3770	22831.1702
3771	22830.11903
3772	22829.83357
3773	22828.55731
3774	22827.60284
3775	22826.73697
3776	22825.82759
3777	22824.93049
3778	22824.67838
3779	22823.67017
3780	22822.87916
3781	22821.80281
3782	22820.76084
3783	22819.98365
3784	22818.90964
3785	22817.94109
3786	22816.63842
3787	22815.78678
3788	22815.32143
3789	22814.18971
3790	22813.83892
3791	22812.51344
3792	22811.60534
3793	22810.38511
3794	22809.56443
3795	22808.61419
3796	22806.88837
3797	22806.07421
3798	22805.13134
3799	22803.56578
3800	22802.83819
3801	22802.04243
3802	22801.07683
3803	22800.66103
3804	22800.08123
3805	22799.34635
3806	22798.55408
3807	22797.57544
3808	22796.22967
3809	22795.10504
3810	22794.23813
3811	22793.72589
3812	22793.08028
3813	22792.78073
3814	22791.83003
3815	22790.91311
3816	22790.50619
3817	22789.54688
3818	22788.59632
3819	22787.73757
3820	22787.5177
3821	22786.58777
3822	22785.87352
3823	22784.9259
3824	22784.02183
3825	22783.63533
3826	22782.74334
3827	22781.90552
3828	22780.99701
3829	22780.3413
3830	22779.72583
3831	22778.69523
3832	22777.70688
3833	22776.86266
3834	22776.07808
3835	22775.23437
3836	22774.2922
3837	22772.82225
3838	22771.50324
3839	22770.96905
3840	22770.03951
3841	22769.21475
3842	22768.50596
3843	22767.76696
3844	22766.64538
3845	22765.65422
3846	22765.0241
3847	22763.74947
3848	22762.79708
3849	22762.5086
3850	22761.53381
3851	22761.22078
3852	22760.06301
3853	22759.46421
3854	22758.62374
3855	22756.78024
3856	22756.40864
3857	22755.53941
3858	22754.80983
3859	22754.10927
3860	22753.88674
3861	22753.04724
3862	22752.36845
3863	22751.61685
3864	22750.76977
3865	22749.80409
3866	22748.72681
3867	22747.91185
3868	22746.98996
3869	22745.5804
3870	22744.84058
3871	22743.69832
3872	22742.7124
3873	22741.96842
3874	22741.27606
3875	22740.45213
3876	22739.71037
3877	22738.61122
3878	22737.92196
3879	22736.86891
3880	22736.63997
3881	22735.61378
3882	22734.81361
3883	22734.0176
3884	22733.74447
3885	22732.69226
3886	22731.75938
3887	22730.332
3888	22729.48763
3889	22729.22812
3890	22728.36418
3891	22727.3037
3892	22726.64248
3893	22725.85358
3894	22725.0863
3895	22723.80097
3896	22722.31009
3897	22721.44341
3898	22720.50059
3899	22719.67279
3900	22718.88911
3901	22718.02665
3902	22717.5104
3903	22716.00673
3904	22715.2462
3905	22714.33098
3906	22713.41861
3907	22712.1419
3908	22711.44753
3909	22710.90808
3910	22710.28657
3911	22709.57245
3912	22708.64462
3913	22707.75461
3914	22706.85661
3915	22706.18721
3916	22705.21149
3917	22704.1784
3918	22703.85022
3919	22703.12762
3920	22702.09062
3921	22701.86782
3922	22700.97744
3923	22700.14877
3924	22699.14609
3925	22698.18743
3926	22697.76123
3927	22697.58694
3928	22696.87764
3929	22696.71223
3930	22695.33367
3931	22694.37187
3932	22693.51633
3933	22692.90299
3934	22691.65164
3935	22690.28578
3936	22689.57768
3937	22688.8609
3938	22687.87363
3939	22686.95485
3940	22685.92142
3941	22685.60882
3942	22684.74032
3943	22683.88676
3944	22683.01669
3945	22682.24929
3946	22680.91795
3947	22679.58623
3948	22678.8954
3949	22678.04308
3950	22677.59045
3951	22676.69777
3952	22675.91358
3953	22675.17673
3954	22674.3381
3955	22673.38037
3956	22672.80686
3957	22672.12049
3958	22671.24187
3959	22671.00277
3960	22669.97975
3961	22669.53661
3962	22668.62463
3963	22667.70042
3964	22666.84697
3965	22666.20041
3966	22665.90073
3967	22664.91142
3968	22664.58471
3969	22663.58463
3970	22662.65855
3971	22661.48284
3972	22660.41093
3973	22659.61356
3974	22658.6757
3975	22657.99435
3976	22657.47311
3977	22655.79467
3978	22655.16574
3979	22654.44572
3980	22653.71427
3981	22652.91221
3982	22652.25176
3983	22651.61395
3984	22650.6272
3985	22649.54002
3986	22648.72595
3987	22647.82152
3988	22647.05342
3989	22646.84445
3990	22646.24884
3991	22645.45688
3992	22644.61079
3993	22643.55472
3994	22642.99255
3995	22641.67263
3996	22640.8928
3997	22640.21476
3998	22639.39739
3999	22638.55264
4000	22637.94098
4001	22637.12548
4002	22635.9511
4003	22635.15836
4004	22634.05557
4005	22633.80315
4006	22632.92835
4007	22632.53439
4008	22631.6231
4009	22630.71429
4010	22630.10479
4011	22629.35868
4012	22629.05757
4013	22628.15193
4014	22627.36892
4015	22626.37437
4016	22625.65314
4017	22624.91579
4018	22624.67446
4019	22623.83249
4020	22622.95077
4021	22622.25085
4022	22621.60936
4023	22620.39018
4024	22619.13764
4025	22618.46124
4026	22617.47495
4027	22616.49234
4028	22615.94853
4029	22614.67262
4030	22614.08656
4031	22613.0513
4032	22612.11022
4033	22611.81032
4034	22610.46743
4035	22609.2114
4036	22608.30469
4037	22607.65292
4038	22606.93871
4039	22605.91774
4040	22604.73085
4041	22604.46076
4042	22603.43676
4043	22603.0415
4044	22602.23084
4045	22601.35008
4046	22600.72656
4047	22600.08241
4048	22599.35268
4049	22598.74625
4050	22598.12418
4051	22597.55569
4052	22596.74092
4053	22596.25959
4054	22595.469
4055	22594.65978
4056	22593.24213
4057	22592.52046
4058	22591.6378
4059	22590.82894
4060	22589.9833
4061	22589.06066
4062	22588.41354
4063	22587.08803
4064	22586.83327
4065	22585.99398
4066	22585.80781
4067	22585.22127
4068	22584.41898
4069	22583.45269
4070	22582.36933
4071	22581.40089
4072	22580.69941
4073	22579.9608
4074	22579.23185
4075	22578.71147
4076	22577.83572
4077	22577.23404
4078	22576.2615
4079	22575.42843
4080	22574.79316
4081	22574.2053
4082	22573.43489
4083	22572.80539
4084	22572.03259
4085	22571.22796
4086	22570.61393
4087	22569.31924
4088	22568.51524
4089	22567.41615
4090	22566.64005
4091	22566.09794
4092	22565.28481
4093	22564.66428
4094	22563.87641
4095	22562.71375
4096	22562.09588
4097	22561.43434
4098	22560.53744
4099	22559.74596
4100	22559.36963
4101	22558.66193
4102	22558.43659
4103	22557.6271
4104	22556.67201
4105	22555.67133
4106	22554.86375
4107	22554.49771
4108	22553.59324
4109	22552.92614
4110	22552.11743
4111	22551.57056
4112	22550.82157
4113	22550.47975
4114	22550.22883
4115	22549.35653
4116	22548.50454
4117	22548.22653
4118	22547.37032
4119	22547.18483
4120	22546.48661
4121	22545.81292
4122	22544.98553
4123	22544.36593
4124	22543.08459
4125	22542.42512
4126	22541.25885
4127	22540.94996
4128	22540.06158
4129	22539.19317
4130	22537.86998
4131	22536.89306
4132	22536.6579
4133	22535.76263
4134	22535.37551
4135	22534.57708
4136	22533.71988
4137	22532.94504
4138	22532.19211
4139	22531.94025
4140	22530.7836
4141	22529.66265
4142	22528.82785
4143	22527.80038
4144	22527.60779
4145	22527.36998
4146	22526.22603
4147	22525.26178
4148	22524.4055
4149	22523.71529
4150	22523.09094
4151	22521.19105
4152	22520.45455
4153	22519.22303
4154	22518.14135
4155	22517.13583
4156	22516.70156
4157	22515.89905
4158	22515.07639
4159	22514.34787
4160	22513.68192
4161	22512.85006
4162	22511.85962
4163	22510.95644
4164	22509.76893
4165	22508.8089
4166	22507.9281
4167	22507.63343
4168	22506.29463
4169	22506.05671
4170	22505.46349
4171	22504.57719
4172	22503.36751
4173	22502.60792
4174	22501.87107
4175	22501.66408
4176	22500.92698
4177	22500.27342
4178	22499.55681
4179	22499.11559
4180	22498.41737
4181	22497.74809
4182	22496.79176
4183	22496.02824
4184	22495.19397
4185	22494.40643
4186	22493.54227
4187	22492.71503
4188	22491.89118
4189	22491.05006
4190	22490.58472
4191	22489.07883
4192	22488.07093
4193	22487.46953
4194	22486.37395
4195	22485.87684
4196	22485.48189
4197	22484.55099
4198	22483.8019
4199	22482.98362
4200	22482.10844
4201	22481.36095
4202	22480.66771
4203	22480.15714
4204	22479.36496
4205	22478.57615
4206	22477.9705
4207	22477.05452
4208	22476.77273
4209	22476.52779
4210	22475.69457
4211	22474.63087
4212	22473.96552
4213	22473.36064
4214	22472.53224
4215	22471.74027
4216	22471.12263
4217	22470.01984
4218	22469.1701
4219	22467.86481
4220	22467.08092
4221	22466.95988
4222	22465.87189
4223	22465.19326
4224	22464.36552
4225	22463.50992
4226	22462.20952
4227	22462.047
4228	22461.25108
4229	22460.31331
4230	22459.73565
4231	22458.96717
4232	22457.96894
4233	22457.48414
4234	22456.57747
4235	22456.00782
4236	22455.20172
4237	22454.94053
4238	22454.14593
4239	22453.36516
4240	22452.60897
4241	22451.44458
4242	22450.62828
4243	22449.51023
4244	22448.86331
4245	22448.19678
4246	22447.46724
4247	22446.48662
4248	22445.84157
4249	22445.07698
4250	22444.20625
4251	22443.37317
4252	22442.95967
4253	22441.79003
4254	22441.18757
4255	22440.2998
4256	22439.56578
4257	22438.76441
4258	22438.57586
4259	22437.44561
4260	22437.15742
4261	22436.05867
4262	22434.89568
4263	22434.18353
4264	22433.14889
4265	22432.23626
4266	22431.33263
4267	22431.07453
4268	22430.71834
4269	22429.89764
4270	22428.69653
4271	22427.92218
4272	22427.01875
4273	22426.2733
4274	22425.68894
4275	22425.49151
4276	22424.71332
4277	22423.92494
4278	22423.03266
4279	22422.69317
4280	22421.82069
4281	22421.04639
4282	22420.33289
4283	22419.48088
4284	22418.76556
4285	22417.98883
4286	22416.87765
4287	22416.03748
4288	22415.45718
4289	22414.73619
4290	22413.68819
4291	22412.34712
4292	22411.28203
4293	22410.08819
4294	22409.01385
4295	22408.75856
4296	22407.90548
4297	22406.84264
4298	22405.94086
4299	22405.1391
4300	22404.2333
4301	22403.63849
4302	22402.86714
4303	22402.08131
4304	22401.16305
4305	22400.42356
4306	22399.70158
4307	22398.37709
4308	22398.15019
4309	22397.45809
4310	22396.65516
4311	22395.89414
4312	22394.6902
4313	22393.53284
4314	22392.58937
4315	22391.82657
4316	22391.1346
4317	22390.21857
4318	22389.65577
4319	22388.77414
4320	22388.46448
4321	22387.45909
4322	22387.26675
4323	22386.84848
4324	22385.6463
4325	22384.72601
4326	22383.56523
4327	22382.59778
4328	22381.84036
4329	22380.87999
4330	22380.20705
4331	22379.35091
4332	22378.6405
4333	22377.8098
4334	22376.91688
4335	22375.72468
4336	22374.99122
4337	22374.19408
4338	22373.8677
4339	22372.81397
4340	22371.75966
4341	22370.73853
4342	22370.01069
4343	22369.24282
4344	22368.39692
4345	22367.94599
4346	22367.0093
4347	22366.40657
4348	22366.13924
4349	22364.9574
4350	22364.31424
4351	22363.35229
4352	22362.65964
4353	22362.2534
4354	22361.3524
4355	22360.62654
4356	22359.56638
4357	22359.2885
4358	22358.75184
4359	22357.97877
4360	22357.19841
4361	22356.06308
4362	22355.36718
4363	22354.51136
4364	22353.58376
4365	22353.22508
4366	22352.24076
4367	22351.50238
4368	22351.23163
4369	22350.59584
4370	22349.80148
4371	22349.19524
4372	22348.2447
4373	22347.5644
4374	22347.35946
4375	22346.98774
4376	22346.66654
4377	22345.61117
4378	22345.36336
4379	22344.65712
4380	22343.66101
4381	22342.82953
4382	22342.24953
4383	22341.5452
4384	22340.63525
4385	22339.74722
4386	22338.40413
4387	22337.83234
4388	22337.39837
4389	22336.56757
4390	22336.09813
4391	22335.18161
4392	22334.91278
4393	22334.20863
4394	22333.35695
4395	22333.18488
4396	22332.80048
4397	22332.03768
4398	22331.21083
4399	22330.34865
4400	22329.73502
4401	22328.86248
4402	22328.23434
4403	22327.28705
4404	22326.58048
4405	22325.73099
4406	22324.89256
4407	22324.20403
4408	22323.26091
4409	22323.0938
4410	22321.95169
4411	22321.11211
4412	22320.43848
4413	22319.53891
4414	22318.56442
4415	22317.77611
4416	22317.16585
4417	22316.08033
4418	22315.21158
4419	22314.31199
4420	22313.62097
4421	22312.77664
4422	22311.69442
4423	22310.48373
4424	22309.45616
4425	22308.81625
4426	22307.73656
4427	22306.81115
4428	22306.24284
4429	22305.29994
4430	22304.54216
4431	22303.78875
4432	22302.84046
4433	22302.21619
4434	22301.45633
4435	22300.92199
4436	22300.24306
4437	22299.66271
4438	22298.97653
4439	22298.14408
4440	22296.95082
4441	22296.19852
4442	22295.92455
4443	22295.2297
4444	22294.47368
4445	22294.19523
4446	22293.56905
4447	22292.55395
4448	22291.72274
4449	22290.9842
4450	22290.0893
4451	22289.10454
4452	22288.60917
4453	22287.51726
4454	22286.77997
4455	22285.89018
4456	22284.75274
4457	22283.85189
4458	22283.3302
4459	22282.71227
4460	22282.02882
4461	22281.19164
4462	22280.44515
4463	22279.68155
4464	22278.98056
4465	22278.22747
4466	22276.92635
4467	22276.72476
4468	22275.90568
4469	22275.01871
4470	22274.35019
4471	22273.36147
4472	22272.37045
4473	22271.71873
4474	22270.83318
4475	22269.97769
4476	22269.02539
4477	22268.43736
4478	22267.78766
4479	22266.9145
4480	22266.31138
4481	22266.12808
4482	22265.20362
4483	22264.21612
4484	22263.47639
4485	22262.67217
4486	22261.83419
4487	22260.76199
4488	22259.83534
4489	22258.9033
4490	22257.99123
4491	22257.23634
4492	22256.4712
4493	22255.81367
4494	22255.18634
4495	22254.31826
4496	22253.42739
4497	22251.7626
4498	22250.96659
4499	22250.24299
4500	22249.55397
4501	22248.79726
4502	22248.22226
4503	22247.48862
4504	22246.87617
4505	22246.03147
4506	22245.14823
4507	22244.08259
4508	22243.46592
4509	22242.57844
4510	22242.09156
4511	22241.30006
4512	22240.52586
4513	22239.78465
4514	22239.03824
4515	22237.73558
4516	22237.07055
4517	22236.41794
4518	22235.5979
4519	22235.01025
4520	22233.99191
4521	22233.2008
4522	22232.69315
4523	22231.9913
4524	22230.92814
4525	22230.74834
4526	22229.75549
4527	22228.81502
4528	22227.92869
4529	22227.12952
4530	22226.76574
4531	22226.51864
4532	22226.21939
4533	22225.44844
4534	22224.61239
4535	22223.4017
4536	22222.44801
4537	22221.62249
4538	22221.00734
4539	22220.74428
4540	22220.28996
4541	22219.41279
4542	22218.66198
4543	22217.82222
4544	22216.78719
4545	22216.11506
4546	22215.28553
4547	22214.53574
4548	22213.76717
4549	22213.16625
4550	22212.42473
4551	22212.26762
4552	22211.48273
4553	22210.54842
4554	22209.81825
4555	22209.05966
4556	22208.34287
4557	22207.51125
4558	22206.74354
4559	22205.91641
4560	22204.69565
4561	22203.54746
4562	22202.58976
4563	22201.84738
4564	22201.57128
4565	22200.80504
4566	22200.17627
4567	22199.45895
4568	22199.31659
4569	22198.97104
4570	22198.28447
4571	22197.52114
4572	22196.80811
4573	22195.85176
4574	22195.1431
4575	22193.9474
4576	22193.51587
4577	22193.39826
4578	22191.87918
4579	22190.94451
4580	22189.86241
4581	22189.28114
4582	22188.71565
4583	22187.76593
4584	22187.39891
4585	22186.96039
4586	22186.39386
4587	22185.56884
4588	22184.8647
4589	22184.04126
4590	22183.78664
4591	22183.02387
4592	22182.83331
4593	22182.03037
4594	22180.92929
4595	22180.10666
4596	22179.6899
4597	22178.86234
4598	22178.04026
4599	22177.08119
4600	22176.39747
4601	22175.85474
4602	22174.93262
4603	22174.31801
4604	22174.08224
4605	22173.35202
4606	22172.79825
4607	22171.91397
4608	22171.19206
4609	22170.43208
4610	22169.61668
4611	22169.01206
4612	22168.40354
4613	22168.10084
4614	22167.8706
4615	22167.58704
4616	22167.24516
4617	22166.45425
4618	22166.21096
4619	22165.4354
4620	22165.22135
4621	22164.28014
4622	22164.11771
4623	22163.1079
4624	22162.47721
4625	22161.83132
4626	22161.21744
4627	22160.52798
4628	22159.92336
4629	22159.3766
4630	22158.65165
4631	22158.07784
4632	22157.25187
4633	22156.62968
4634	22156.12194
4635	22155.72201
4636	22154.40578
4637	22153.58796
4638	22152.92536
4639	22152.05536
4640	22151.16968
4641	22150.15918
4642	22149.53646
4643	22149.32827
4644	22148.36434
4645	22147.70578
4646	22146.83109
4647	22146.00397
4648	22144.99842
4649	22144.21399
4650	22143.48408
4651	22142.48162
4652	22142.18227
4653	22141.41054
4654	22140.49668
4655	22139.86895
4656	22139.28164
